22809	8	[1.097152135, 1.063889883, 1.102249541, 1.08942852, 1.083105771, 1.068700491, 1.077537363, 1.0847076150000001, 1.080049304, 1.078928887, 1.0764774259999998, 1.0647408879999998, 1.0624229770000002, 1.115981791, 1.072200374, 1.0742052549999999, 1.181126603, 1.075791332, 1.092263158, 1.0955436349999998, 1.081157003, 1.079322228, 1.077581924, 1.074187929, 1.086833416, 1.090609366, 1.0879490240000003, 1.098842489, 1.065234586, 1.094102788, 1.093403185, 1.072894598, 1.130801189, 1.0914812239999998, 1.119745385, 1.0904077120000002, 1.159374842, 1.0819203480000001, 1.0852304359999998, 1.102638367, ]
10446	8	[0.915377978, 0.883873281, 0.9019730859999998, 0.8939289869999999, 0.892988781, 0.901791844, 0.8925126390000001, 0.9010262899999999, 0.8857653249999999, 0.88440299, 0.8842158659999999, 0.891975144, 0.9015930990000001, 0.8895946830000001, 0.9110890609999999, 0.885865324, 0.883992871, 0.9006156280000001, 0.8881857830000001, 0.8854797489999999, 0.8904542209999999, 0.899919047, 0.895631355, 0.8921034130000001, 0.886502451, 0.8829135400000001, 0.9027441599999999, 0.8915539200000001, 0.8982160319999999, 0.893136372, 0.8898862939999999, 0.9163091839999998, 0.8993830500000001, 0.88768749, 0.887036021, 0.8747652989999999, 0.8915414789999999, 0.883052045, 0.888732798, 0.8970490279999999, ]
23837	6	[1.0632023940000002, 1.0519557700000002, 1.026320452, 1.071098294, 1.06399862, 1.063511934, 1.0710146969999998, 1.073795041, 1.0588387039999998, 1.0763402910000002, 1.072827898, 1.050828457, 1.038094076, 1.0732263250000003, 1.047859015, 1.099224398, 1.066128479, 1.06628363, 1.0537036770000001, 1.053249605, 1.051298357, 1.069569262, 1.0438851900000001, 1.089202604, 1.0656796489999998, 1.063228743, 1.0584558450000001, 1.072401387, 1.048026042, 1.062288518, 1.0399210170000002, 1.1446836189999998, 1.0561249369999999, 1.0588687179999998, 1.0398162370000001, 1.0542284199999998, 1.052622135, 1.056920759, 1.068987496, 1.056977342, ]
14499	8	[0.9986137139999999, 1.004315015, 1.0072598459999997, 1.006072469, 1.0237185009999998, 1.0331499210000001, 1.016167461, 1.003559428, 1.012371363, 0.999511683, 1.0006293839999998, 0.990873306, 1.035691436, 1.000731848, 1.0037023130000002, 1.020288232, 1.013765157, 1.014772911, 0.9928194539999999, 1.0115846790000003, 1.0026048390000002, 1.0361915910000001, 0.9937275260000001, 0.9960107060000001, 1.0070098760000001, 1.0124330559999999, 0.9938316010000001, 1.029193313, 1.000612692, 1.009391601, 1.01449349, 1.0150968870000001, 1.0080421950000003, 1.0021290139999999, 1.007172556, 0.9907982900000002, 1.007044214, 1.0108335560000001, 1.026589386, 0.995659235, ]
1107	10	[0.954201933, 0.9658413009999999, 0.949967616, 0.9492637460000001, 0.952296952, 1.0049116539999998, 0.9489341269999999, 0.960897655, 0.962849021, 0.96468625, 0.959521903, 0.9720235019999999, 0.985677873, 0.9516222820000001, 0.970249154, 0.9892930429999999, 0.968892378, 0.9707458699999999, 0.971547093, 0.9991424769999998, 0.9594108480000001, 1.004773578, 0.9792604279999999, 0.969516532, 0.9421560430000001, 0.960993465, 0.966232248, 0.9482449849999999, 0.950493711, 0.9649944229999998, 0.972837551, 0.9621711530000001, 0.9592097030000001, 0.9526924559999999, 0.9571024, 0.966578206, 0.9798588989999999, 0.9548871820000001, 0.955151383, 0.956424039, ]
19884	7	[1.0094107509999999, 0.988825422, 0.985881229, 0.9985355370000001, 0.9953194910000001, 1.002774505, 0.982844296, 1.031797277, 0.9951636130000001, 0.9932888669999999, 0.9793456470000002, 0.987475874, 1.0126252629999999, 1.0243844659999999, 0.9878425009999999, 1.007867535, 0.9942698029999999, 1.00581407, 0.996415053, 0.993088094, 0.9847738380000001, 0.9852288669999999, 1.0092816900000001, 0.9983538650000001, 0.9971729509999999, 1.0108833160000001, 0.998944759, 1.0043651320000002, 0.9790615650000001, 1.0093729470000001, 1.010258121, 0.986349846, 0.9883836370000001, 1.009334325, 0.9872244349999999, 1.0108343579999999, 0.9893160809999999, 1.0090021230000001, 0.995931222, 0.9800736189999999, ]
26930	8	[1.0510776800000001, 1.027935743, 1.0445534380000001, 1.0775523590000002, 1.052524246, 1.046476556, 1.0967318719999999, 1.050475918, 1.063073782, 1.0633354490000002, 1.043798228, 1.0224803489999998, 1.060899224, 1.0603465710000002, 1.0568588399999999, 1.0546042720000002, 1.028496692, 1.0558427520000002, 1.053313398, 1.047649246, 1.067375044, 1.063249237, 1.0112863329999997, 1.057519299, 1.0746908309999998, 1.055722254, 1.0784065090000001, 1.077861988, 1.037132328, 1.049847089, 1.0478159740000001, 1.069287665, 1.0533898709999998, 1.0498917300000001, 1.0858523290000002, 1.071852483, 1.060196989, 1.07589789, 1.056891157, 1.056143192, ]
23968	8	[1.022770625, 0.9999464480000001, 1.0196646870000001, 1.024261345, 1.004953305, 1.032721656, 1.007766132, 0.9955224819999999, 1.0426575649999998, 1.003717676, 1.027489577, 1.0065497049999999, 1.0015670010000002, 1.01819764, 1.009128741, 1.0102846239999999, 0.9954128769999998, 0.9832382839999999, 1.0239133699999998, 0.9980992649999999, 0.9833825389999998, 1.00370412, 1.0183264779999999, 0.9979858349999998, 1.015892702, 1.0069337250000001, 1.032292322, 1.0143979390000002, 0.9933474560000001, 1.002724991, 1.000069641, 1.0098133749999998, 1.0050270829999999, 1.0062379049999999, 1.0258923960000002, 1.0287505330000002, 1.006595564, 1.023279796, 1.028886181, 1.016600029, ]
12395	8	[1.2166652089999999, 1.2224334949999998, 1.1609215549999998, 1.219174298, 1.200588168, 1.196903843, 1.222925323, 1.257469792, 1.196288992, 1.22763892, 1.179533578, 1.194205014, 1.243674301, 1.181215414, 1.1935685830000002, 1.230110719, 1.191319409, 1.2095506619999998, 1.2165976779999998, 1.220675565, 1.1817915049999999, 1.2587452000000001, 1.21276713, 1.2122703439999998, 1.1940163629999998, 1.160094273, 1.195944399, 1.17705276, 1.171036709, 1.160815751, 1.1986605670000001, 1.2046426799999999, 1.176642944, 1.1714600119999998, 1.200798631, 1.1919100500000002, 1.205157088, 1.1784698429999998, 1.1893562439999998, 1.21568458, ]
29958	8	[1.095344806, 1.0850720649999999, 1.093577504, 1.069108647, 1.062196851, 1.0744446600000002, 1.0860151439999999, 1.077412872, 1.0624554709999998, 1.0764986410000001, 1.092768172, 1.097341621, 1.052083244, 1.068556644, 1.066881393, 1.0624942670000002, 1.0658581630000001, 1.089905788, 1.077200607, 1.070696742, 1.065052354, 1.087537628, 1.0881043110000002, 1.0615347290000001, 1.07913566, 1.083546638, 1.075367644, 1.0736838140000002, 1.078413121, 1.089166937, 1.092150571, 1.078248187, 1.080585361, 1.0719116770000001, 1.066872026, 1.070151121, 1.0796650509999999, 1.0469470109999999, 1.08140746, 1.084533133, ]
