3689	5	[0.6038771770000001, 0.601735415, 0.616991893, 0.609655362, 0.608158752, 0.6109273180000001, 0.6162364260000001, 0.6056718200000001, 0.601417621, 0.611581609, 0.608327279, 0.6086029480000001, 0.6101336470000001, 0.6058680869999999, 0.608257297, 0.6091064770000001, 0.6085587060000001, 0.596628852, 0.606424015, 0.612985142, 0.6102005080000001, 0.606900639, 0.60324036, 0.6139453610000001, 0.611249173, 0.6118779860000001, 0.611797374, 0.615576116, 0.6115058769999999, 0.594550355, 0.625270204, 0.606945713, 0.614536834, 0.605706394, 0.6088961270000001, 0.603194114, 0.623418741, 0.607698445, 0.623042556, 0.608211904, ]
1508	6	[1.081655558, 0.996936193, 1.0705424039999998, 1.04480988, 1.071856408, 1.016448815, 1.0377215279999998, 1.0961106580000002, 1.092483203, 1.0824066700000001, 1.0101857520000002, 1.040233877, 1.0302130529999998, 1.0681017599999998, 1.058422344, 1.0834546840000001, 1.0155841620000001, 1.058816027, 1.074784822, 1.0267161960000002, 1.056958902, 1.060836284, 1.0381762920000002, 1.02388874, 1.04458758, 1.075461494, 1.005406035, 1.074516686, 1.074570086, 1.0928324, 1.054647461, 1.054246074, 1.0582557330000002, 1.083657195, 1.035068534, 1.052906039, 1.0304606330000001, 1.076871223, 1.049942024, 1.0691706360000002, ]
3469	5	[0.49351496000000006, 0.49622949699999996, 0.491896608, 0.50516053, 0.501206225, 0.50115251, 0.496635932, 0.494123575, 0.497016401, 0.49597944699999996, 0.497671391, 0.49612181899999996, 0.501853961, 0.4922148880000001, 0.49787857700000004, 0.493318108, 0.498882636, 0.497166183, 0.49890922000000004, 0.48848536100000006, 0.494127462, 0.494123355, 0.49037713000000005, 0.510347771, 0.494072726, 0.49393200800000003, 0.501617661, 0.490758712, 0.49476669400000006, 0.490341517, 0.49346322500000006, 0.49775655700000004, 0.493667778, 0.49425313700000006, 0.4969376140000001, 0.49396344900000005, 0.493539967, 0.492025149, 0.48744209600000005, 0.49513387900000005, ]
746	6	[0.583665003, 0.5811305000000001, 0.5756268330000001, 0.581368252, 0.5769172310000001, 0.5809306860000001, 0.580226784, 0.5774168070000001, 0.584910303, 0.58091504, 0.5744582880000001, 0.572679943, 0.573502696, 0.571254523, 0.5772925870000001, 0.5833357000000001, 0.579222013, 0.571791362, 0.584151109, 0.5617708379999999, 0.5753015670000001, 0.572664517, 0.5782335220000001, 0.5874598, 0.5709895250000001, 0.5867926300000001, 0.579675652, 0.579813533, 0.583879499, 0.577884031, 0.5670464630000001, 0.576884295, 0.5786180710000001, 0.5817302710000001, 0.583952569, 0.562178929, 0.5788046600000001, 0.58251607, 0.5742388410000001, 0.584292813, ]
2231	5	[0.613793879, 0.6155215970000001, 0.6121143440000001, 0.609270843, 0.604849309, 0.60698334, 0.611705421, 0.615327269, 0.614318409, 0.6094325840000001, 0.6174660000000001, 0.6099502569999999, 0.6110907360000001, 0.605241881, 0.6281432800000001, 0.6024436, 0.619310262, 0.605901378, 0.6126048590000001, 0.61842244, 0.6064805719999999, 0.60515106, 0.6198830500000001, 0.605390825, 0.625790294, 0.610783559, 0.618911638, 0.6054761780000001, 0.618937479, 0.618496049, 0.613083418, 0.606319566, 0.6089506339999999, 0.6299910740000001, 0.615320254, 0.62294167, 0.607063653, 0.602610184, 0.621174796, 0.6004822470000001, ]
2464	8	[0.49518723300000006, 0.49511613100000007, 0.491587985, 0.500427763, 0.48672824600000003, 0.495158464, 0.498054365, 0.4971541380000001, 0.496463694, 0.4962645110000001, 0.490626876, 0.493935805, 0.49289444200000004, 0.49605863, 0.49490534399999997, 0.49893081800000005, 0.495861088, 0.495197052, 0.491592813, 0.49262741600000004, 0.49395680700000005, 0.493943118, 0.48920288300000003, 0.493957862, 0.49701141600000004, 0.4958855160000001, 0.501873019, 0.49963410399999997, 0.496335269, 0.49264962800000006, 0.48929196399999997, 0.493040037, 0.49610978699999997, 0.4986828880000001, 0.494485427, 0.500295617, 0.503469305, 0.49613614000000006, 0.501167822, 0.503033037, ]
2876	5	[0.507075389, 0.502972999, 0.500157237, 0.5012436180000001, 0.511576711, 0.505639849, 0.495559014, 0.497555291, 0.500760284, 0.49536436400000006, 0.502799859, 0.50037946, 0.5101068280000001, 0.5070189270000001, 0.499057976, 0.4958467060000001, 0.5048525070000001, 0.50384329, 0.5117760259999999, 0.5015024490000001, 0.50125146, 0.4973862050000001, 0.504137706, 0.5130108320000001, 0.502093106, 0.49877770099999996, 0.496323141, 0.5027124390000001, 0.50227909, 0.500306848, 0.507973951, 0.5054531120000001, 0.498212682, 0.5095222560000001, 0.5121386060000002, 0.506962612, 0.5184321650000001, 0.5107867589999999, 0.495807158, 0.505182091, ]
138	9	[1.194352196, 1.163760196, 1.1353644280000001, 1.14876887, 1.158441096, 1.132545949, 1.1775423649999999, 1.1775716900000002, 1.193363128, 1.190766677, 1.169097808, 1.164349939, 1.1195933770000002, 1.195969516, 1.1971163649999998, 1.195258737, 1.151598136, 1.19232001, 1.202791425, 1.1830701419999998, 1.162271538, 1.122646576, 1.115503081, 1.16235798, 1.153241698, 1.140373707, 1.195829939, 1.1244616980000002, 1.1498973959999998, 1.1762219749999998, 1.1764154590000002, 1.1559675090000001, 1.139368944, 1.2148595869999999, 1.1892792749999999, 1.130054424, 1.2244210290000002, 1.21608313, 1.178392933, 1.165459416, ]
3956	4	[0.5007557530000001, 0.500242375, 0.501373716, 0.5021964999999999, 0.494215697, 0.493397233, 0.5005890720000001, 0.49451248400000003, 0.4936949, 0.497393487, 0.504878166, 0.49446465100000003, 0.5042244570000001, 0.501102575, 0.490036808, 0.48977113400000005, 0.50342861, 0.49919481800000004, 0.523585446, 0.496094548, 0.502588942, 0.5013175460000001, 0.492689026, 0.49648047800000006, 0.4969205060000001, 0.502013688, 0.5061452320000002, 0.495611595, 0.500589647, 0.500736034, 0.498894285, 0.4933775090000001, 0.49352156, 0.49888740000000004, 0.49944835600000004, 0.491226205, 0.49746945000000004, 0.501847017, 0.4929354040000001, 0.5008836249999999, ]
2879	3	[0.5032199370000001, 0.4993613330000001, 0.512719665, 0.5043988370000001, 0.505276905, 0.508950649, 0.5065863180000001, 0.5102112200000001, 0.4997106780000001, 0.4965475710000001, 0.5032979700000001, 0.49102359300000004, 0.50097192, 0.509892668, 0.5008668890000001, 0.512216682, 0.507614389, 0.505011261, 0.501557369, 0.5038178790000001, 0.507545, 0.501716243, 0.506827251, 0.498524061, 0.5035724030000001, 0.5049495820000001, 0.506924641, 0.502140018, 0.5147332710000001, 0.510612334, 0.501438185, 0.51164699, 0.5133831600000001, 0.5032826320000001, 0.49718032200000006, 0.504134079, 0.503799148, 0.5025409420000001, 0.506299585, 0.506345818, ]
