14-1-416	8	[2.4709003590000003, 2.419803389, 2.420620605, 2.436683944, 2.4146914209999997, 2.439266736, 2.488297882, 2.397830003, 2.4334876039999997, 2.446811264, 2.410603874, 2.450225344, 2.478524332, 2.4202817349999997, 2.443086142, 2.4454270210000004, 2.42595598, 2.450932142, 2.3855120629999997, 2.463340078, 2.432232499, 2.465180032, 2.4255898080000002, 2.464817798, 2.437851391, 2.400219138, 2.4391953379999998, 2.388108746, 2.431210304, 2.476051062, 2.417791989, 2.42623994, 2.4390923200000003, 2.417648123, 2.42690759, 2.4072755600000004, 2.451482598, 2.405251402, 2.444046569, 2.469543474, ]
15-1-748	4	[2.309631184, 2.343219823, 2.316409485, 2.342919347, 2.322475117, 2.301763867, 2.366288731, 2.308025402, 2.3148018550000002, 2.347219517, 2.3846612780000003, 2.366566979, 2.371863645, 2.33660023, 2.3393197580000002, 2.356144612, 2.331344403, 2.36354624, 2.3284223180000003, 2.343117067, 2.359142864, 2.3019535710000003, 2.373187986, 2.3755679910000005, 2.350238484, 2.33706188, 2.317944341, 2.368950326, 2.311608841, 2.3373779270000004, 2.367006417, 2.336000361, 2.3943120440000003, 2.337915171, 2.320389046, 2.326819551, 2.3982456160000005, 2.3226902999999997, 2.36981103, 2.384198463, ]
15-0-251	4	[2.4067962969999996, 2.3919771630000004, 2.381351876, 2.364276656, 2.381377891, 2.3687008470000004, 2.399929458, 2.413242726, 2.361750148, 2.3679122620000004, 2.390562669, 2.4535863079999998, 2.394105255, 2.395278369, 2.417211871, 2.421091684, 2.38723535, 2.34446378, 2.349042223, 2.334379473, 2.3324028749999997, 2.3355985360000004, 2.3604003980000003, 2.370260823, 2.384908396, 2.3254675440000003, 2.4130303289999997, 2.394700781, 2.38815462, 2.409831718, 2.3760870140000003, 2.3811876379999997, 2.379913804, 2.335287477, 2.3569642269999997, 2.307946872, 2.379715892, 2.401181951, 2.4066129160000003, 2.352609202, ]
15-0-552	8	[2.372759098, 2.380852119, 2.3781335230000002, 2.3912338760000003, 2.427359228, 2.463717586, 2.404879392, 2.3956241699999996, 2.369273973, 2.4214837840000003, 2.380088945, 2.3814786729999997, 2.373106505, 2.3931888, 2.389440522, 2.376807604, 2.334321763, 2.450185298, 2.409425207, 2.394358965, 2.371177704, 2.384551973, 2.328477759, 2.39137528, 2.377683621, 2.405751451, 2.405339626, 2.343678185, 2.428264865, 2.3935984980000002, 2.4122548520000002, 2.574067746, 2.392843485, 2.376723283, 2.382874068, 2.375759119, 2.396860637, 2.4277603819999998, 2.3582062520000004, 2.425667625, ]
0-0-39	11	[2.4270399109999996, 2.402094993, 2.4318130819999997, 2.483540103, 2.419170742, 2.448965645, 2.437838415, 2.4425644240000004, 2.456079057, 2.481401536, 2.4437026939999997, 2.425951847, 2.459445646, 2.457782512, 2.4535149499999998, 2.4366918899999996, 2.403902941, 2.409765182, 2.479543965, 2.4715813349999998, 2.4775240600000004, 2.408767572, 2.434737063, 2.422137546, 2.483934118, 2.454944788, 2.4640435079999996, 2.4029847670000004, 2.472252246, 2.455506585, 2.394666663, 2.42984509, 2.459625071, 2.447425883, 2.449412817, 2.504155294, 2.441239845, 2.4962241159999996, 2.461801041, 2.4328847089999996, ]
14-1-83	7	[2.4790580780000004, 2.458880563, 2.424767975, 2.493575987, 2.4539238389999998, 2.4537143949999995, 2.4626472340000003, 2.542453894, 2.416200893, 2.407724636, 2.4436822009999997, 2.4376821809999996, 2.473305087, 2.49751486, 2.4757174060000002, 2.412660269, 2.445351767, 2.46994236, 2.424222969, 2.4423424320000002, 2.4306423209999997, 2.4493568629999998, 2.4862317039999997, 2.433978617, 2.460199804, 2.427909488, 2.466290869, 2.420394651, 2.425090357, 2.44265676, 2.4426353269999996, 2.444756403, 2.473610825, 2.481235192, 2.468311597, 2.479342235, 2.4910111290000003, 2.413855797, 2.432010183, 2.464397963, ]
15-1-796	5	[2.3479219230000004, 2.3152988729999997, 2.337002721, 2.32921692, 2.3549496660000004, 2.360193677, 2.347055063, 2.3415678129999997, 2.385238628, 2.386617029, 2.367655904, 2.318002055, 2.382445855, 2.345288489, 2.3607313089999997, 2.343363983, 2.311482368, 2.320325123, 2.3771218370000002, 2.327841096, 2.352710333, 2.358218062, 2.3131367889999996, 2.348361044, 2.35997681, 2.352340871, 2.4006936420000002, 2.3238771750000002, 2.381453584, 2.3589231479999997, 2.358952106, 2.377116249, 2.386889378, 2.3729003289999997, 2.343995634, 2.403323459, 2.31984497, 2.301639588, 2.322019664, 2.320205325, ]
15-0-668	6	[2.3654608159999997, 2.324611239, 2.367988859, 2.332763989, 2.3239615949999997, 2.393417966, 2.320730823, 2.357786994, 2.367818652, 2.3585967640000005, 2.381221449, 2.356386891, 2.336288665, 2.363565688, 2.352786204, 2.3883702920000003, 2.340229078, 2.34876261, 2.378547447, 2.373277249, 2.348722128, 2.374740289, 2.380891215, 2.372620189, 2.3286325550000004, 2.346272234, 2.321792322, 2.44650415, 2.3647353119999996, 2.362806806, 2.394907276, 2.36690916, 2.331170195, 2.353232874, 2.3288865789999997, 2.308925852, 2.3007763719999996, 2.339082539, 2.3013427330000003, 2.3179527650000002, ]
15-0-658	7	[2.4622350269999997, 2.4109386240000004, 2.374306403, 2.4106077260000003, 2.4134859520000003, 2.4242729150000004, 2.398971531, 2.405880866, 2.4415846830000003, 2.445586551, 2.428703402, 2.417152734, 2.383420733, 2.388195685, 2.4135886710000003, 2.365421418, 2.3711837090000003, 2.426102674, 2.4335627029999998, 2.389519567, 2.3336707690000003, 2.384225518, 2.340469755, 2.367954884, 2.3984750459999997, 2.410724708, 2.3923780519999998, 2.364774452, 2.403319144, 2.441929272, 2.44241228, 2.407773792, 2.416878657, 2.41652489, 2.394616028, 2.4419158910000003, 2.447063857, 2.423930307, 2.424003214, 2.367243556, ]
14-1-567	5	[2.426367184, 2.3973280729999997, 2.436501308, 2.426376771, 2.3685695, 2.4056499660000004, 2.378924835, 2.358587522, 2.3677185350000003, 2.382205702, 2.378248469, 2.3812936889999996, 2.358591034, 2.379730683, 2.3764308730000003, 2.397300612, 2.378535915, 2.412805022, 2.397932561, 2.3838642290000003, 2.4240897720000003, 2.396874548, 2.368127728, 2.3812691150000003, 2.37720423, 2.35958262, 2.36390551, 2.439983095, 2.423185567, 2.391617463, 2.413962363, 2.38140093, 2.417953936, 2.420772002, 2.378674161, 2.354294048, 2.4321272800000004, 2.3760151460000003, 2.394740454, 2.426723485, ]
15-0-310	6	[2.3393969439999998, 2.354491573, 2.387633467, 2.409299657, 2.4052989259999995, 2.374382389, 2.37011405, 2.355374572, 2.3666798609999997, 2.352341201, 2.429020232, 2.3843670030000004, 2.4134404640000002, 2.3777832630000004, 2.4095406010000002, 2.393555963, 2.438782022, 2.356218836, 2.331280231, 2.351180004, 2.416759218, 2.41054827, 2.369083709, 2.3252369250000005, 2.4141980079999996, 2.342575385, 2.370042003, 2.432515941, 2.3645834399999996, 2.4112727750000005, 2.340793819, 2.444227247, 2.419118156, 2.395111918, 2.400114551, 2.382320082, 2.3967533039999998, 2.515464295, 2.336456984, 2.405367793, ]
14-1-698	5	[2.3089203769999997, 2.355265251, 2.4125129579999998, 2.368988603, 2.3842070979999996, 2.325360886, 2.404665846, 2.3314243340000003, 2.4079306880000004, 2.37669584, 2.288386613, 2.3723773, 2.382331397, 2.327954735, 2.321663868, 2.344730878, 2.366972674, 2.337741008, 2.381468847, 2.3737910039999996, 2.389381778, 2.3765622840000002, 2.306858593, 2.309685449, 2.276792376, 2.344904514, 2.377516538, 2.350525697, 2.381294112, 2.3591634179999996, 2.369385621, 2.36215478, 2.3690875680000003, 2.386976647, 2.3773984759999998, 2.357061861, 2.372892157, 2.314166009, 2.3508, 2.34650608, ]
