3-2-16-43-1389-1-21-24-28-89-3-1-637	41	[2.969424008, 2.94188961, 2.9325966799999996, 2.969162424, 2.9890620130000003, 2.9188623440000003, 2.929698453, 2.968415553, 2.9770129400000003, 2.9573143370000006, 2.9836909910000005, 2.9567139609999997, 2.9663255410000002, 2.995339472, 2.9726676629999997, 2.9274657690000003, 2.9431655080000003, 2.972060656, 2.971092811, 2.9853164030000006, 2.9875452449999997, 2.9652517710000006, 2.923663368, 2.950057633, 2.9871449969999997, 2.9762811190000003, 2.973141846, 2.945408648, 2.9709770120000005, 2.9850643949999998, 2.969363103, 2.9789054090000002, 2.9931635680000004, 2.9563815970000005, 2.940591076, 2.9822892279999995, 2.9670388539999997, 2.968573062, 2.994151703, 2.909616586, ]
1-46-5-15-446-1-24-223-35-52-1-38-117	36	[3.1208285129999997, 3.085159476, 3.1024674870000006, 3.0422367909999997, 3.10562099, 3.081731006, 3.1030696150000003, 3.0962796970000004, 3.125275342, 3.0848580369999996, 3.0551502550000005, 3.085470836, 3.0628584319999996, 3.0436412930000003, 3.0723642000000004, 3.1177254769999996, 3.0824687210000006, 3.1203675700000004, 3.1066436239999997, 3.078005441, 3.0932319780000004, 3.0899572060000002, 3.067095996, 3.09754024, 3.105185685, 3.10904543, 3.0818034590000005, 3.0491982479999997, 3.0447353560000003, 3.0890709490000003, 3.11179434, 3.063631068, 3.086271421, 3.0986530570000004, 3.059714363, 3.0804870919999994, 3.0986287409999997, 3.1324932569999997, 3.069201424, 3.090099389, ]
2-53-22-5-1267-1-28-229-43-99-2-87-433	34	[2.742680072, 2.733737595, 2.752018847, 2.762979183, 2.741228222, 2.7242385990000004, 2.7429675189999996, 2.7585176149999997, 2.7813017400000004, 2.7454751649999998, 2.7535839880000004, 2.7444991059999997, 2.7428978680000005, 2.768199456, 2.7628488079999998, 2.752413886, 2.7573406570000003, 2.7478719070000004, 2.7376292660000003, 2.7796680539999996, 2.737582755, 2.7344826420000006, 2.756224499, 2.7513239439999997, 2.75110755, 2.7592818619999995, 2.7540267910000003, 2.7126833919999997, 2.7636987570000002, 2.7592912079999996, 2.764678221, 2.7745755700000005, 2.7543492460000003, 2.7496322510000004, 2.7637901620000003, 2.7631594839999996, 2.777581766, 2.7520702160000003, 2.7376981799999998, 2.74357828, ]
0-32-32-26-546-0-29-64-52-40-1-114-731	49	[3.291612698, 3.2848385010000003, 3.2862814440000006, 3.2528422679999998, 3.306592572, 3.278342772, 3.2875193349999994, 3.3012016120000003, 3.2857668049999997, 3.298700488, 3.2169879220000004, 3.299199562, 3.2965186710000003, 3.3046379189999997, 3.294722364, 3.263819684, 3.2670890249999998, 3.283630303, 3.2195882940000002, 3.2705639250000003, 3.276327923, 3.205885383, 3.329875243, 3.2948508440000004, 3.256643317, 3.315464806, 3.321164354, 3.2645132089999995, 3.2844215460000004, 3.295251176, 3.2420859019999995, 3.271754415, 3.3249419920000003, 3.249801858, 3.2147009960000004, 3.2757231190000002, 3.2454260950000005, 3.2745352569999997, 3.298940196, 3.2415193340000004, ]
2-42-50-12-727-1-27-497-29-174-2-81-317	33	[2.927715299, 2.899239258, 2.8742553780000004, 2.889608224, 2.8648049519999996, 2.8552275900000006, 2.83085477, 2.8858469519999996, 2.878438639, 2.850828749, 2.8764872880000003, 2.896263278, 2.8881836790000004, 2.861817546, 2.9027272890000004, 2.8729872510000005, 2.9043664330000003, 2.88693666, 2.8733451359999997, 2.8823205699999996, 2.896508474, 2.891218087, 2.8761495120000005, 2.8820791139999997, 2.8730295470000002, 2.901150194, 2.85762564, 2.912256391, 2.8665909199999997, 2.8669144300000005, 2.871343386, 2.8482957640000004, 2.8519215879999997, 2.8756424529999998, 2.8488841680000005, 2.903332994, 2.856270208, 2.903175563, 2.8432120640000003, 2.8442866230000003, ]
0-61-60-55-689-1-0-122-63-206-0-113-884	33	[2.6488746570000004, 2.654524395, 2.6433292800000006, 2.6572885870000005, 2.640588131, 2.648634927, 2.629122295, 2.636495979, 2.6443297439999998, 2.630454043, 2.657672612, 2.6550348840000004, 2.633219555, 2.667209245, 2.650527444, 2.6484806709999997, 2.6403180870000003, 2.63324778, 2.6401265190000003, 2.640577398, 2.642971061, 2.638224426, 2.64949457, 2.634071531, 2.6515954630000005, 2.638397836, 2.6342430110000006, 2.6497975570000003, 2.631179023, 2.64980724, 2.63971296, 2.638588201, 2.644356054, 2.634583736, 2.643895411, 2.6392560690000004, 2.6162011219999997, 2.650100967, 2.6286673779999994, 2.6849021040000003, ]
1-44-52-4-2003-1-17-324-31-27-3-16-529	42	[2.7740060300000002, 2.774679448, 2.7425320760000003, 2.80095912, 2.7716217340000004, 2.781820279, 2.741488137, 2.7601229079999996, 2.78927053, 2.790562772, 2.769436481, 2.7923349400000004, 2.7516586019999996, 2.778758567, 2.777108523, 2.7744673100000004, 2.7633629349999995, 2.762832607, 2.7421709990000003, 2.7821509530000004, 2.772195479, 2.78170594, 2.746111781, 2.775534054, 2.771226469, 2.764596268, 2.7569607080000003, 2.7749383460000003, 2.771390295, 2.776327705, 2.8083668979999996, 2.771603663, 2.773084908, 2.780710706, 2.774307586, 2.7867050939999998, 2.7701471989999997, 2.7642844839999996, 2.7758494330000003, 2.7889203190000003, ]
2-59-42-49-192-0-19-199-18-60-0-100-138	45	[3.119464099, 3.170686399, 3.1778223700000003, 3.189057081, 3.115625852, 3.1639593790000005, 3.18540113, 3.221660855, 3.1933031889999994, 3.2054442959999996, 3.181959648, 3.248356225, 3.1354346440000005, 3.144722046, 3.124811458, 3.167709857, 3.1896319459999996, 3.2175156100000004, 3.128409863, 3.202654752, 3.1933383619999995, 3.21534311, 3.1961213110000006, 3.207709093, 3.2024362579999996, 3.171650567, 3.1652653550000003, 3.2077648020000002, 3.1282466950000005, 3.120944943, 3.240957789, 3.2017434039999997, 3.180403675, 3.131085388, 3.1584828909999993, 3.1920183070000006, 3.2021358380000002, 3.163684193, 3.2056393209999996, 3.21177743, ]
0-59-40-26-1353-0-19-121-58-248-1-20-361	39	[3.3907077400000003, 3.3804104290000003, 3.3939037240000003, 3.395732631, 3.3002972410000004, 3.3632240209999997, 3.3528782830000003, 3.3767185920000005, 3.4014730559999995, 3.394071395, 3.458096207, 3.440798895, 3.422954606, 3.3724911740000003, 3.3130836940000004, 3.4439612410000002, 3.4120475290000005, 3.3532074520000004, 3.4480568300000005, 3.410962998, 3.4212312250000005, 3.3974927220000004, 3.3862300249999997, 3.4387763119999994, 3.4095946870000002, 3.316225834, 3.4337031060000003, 3.418052487, 3.315691347, 3.3677560740000003, 3.358256053, 3.4299294409999996, 3.3784930559999995, 3.3752673040000003, 3.393371086, 3.392335477, 3.438269333, 3.3232153170000003, 3.38692947, 3.364917338, ]
2-57-49-44-1433-0-6-218-10-82-0-74-127	40	[2.834592242, 2.7970525200000003, 2.838031558, 2.8302615400000004, 2.8357699519999997, 2.8419946319999996, 2.8436935070000002, 2.860553534, 2.8592096710000003, 2.8335552010000007, 2.7963165689999996, 2.837212721, 2.834436355, 2.789833137, 2.841544182, 2.8277419640000003, 2.8437196769999997, 2.8390130019999997, 2.7899324239999994, 2.8355628229999996, 2.787179237, 2.834186783, 2.83093526, 2.85461296, 2.829145672, 2.8538693489999996, 2.813270803, 2.7990387959999996, 2.85095797, 2.7976397150000003, 2.8143879929999995, 2.857151899, 2.8338521020000003, 2.823335114, 2.821494115, 2.793074338, 2.839969102, 2.8432441470000005, 2.793546188, 2.828591503, ]
